"id","general_identifier","number","name","bank_number","breeders_code","breeders_name","subtaxa_id","taxonomy_id","institution_id","breeder_id","plant_passport","donor_code","donor_name","donor_number","acqdate","collnumb","colldate","collcode","collname","collmissid","othernumb","duplsite","duplinstname","mlsstatus_id","puid","biologicalstatus_id","collsrc_id","location_id","created_on","updated_on","locations_id","locations_state","locations_region","locations_site_name","locations_elevation","locations_latitude","locations_longitude","countries_id","countries_country_code2","countries_country_code3","countries_country_name","subtaxa_id.1","subtaxa_subtaxa_author","subtaxa_taxonomic_identifier","taxonomies_id","taxonomies_genus","taxonomies_species","taxonomies_species_author","taxonomies_crop_name","taxonomies_ploidy","synonyms_synonym"
3961,28661,NA,28661,"CIMMYTMA-BANK-021077",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MEXI703","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9173,"2014-11-24 15:12:57.0",NA,9173,NA,"","TECAMAC",2274,19.71666667,-98.96666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3962,28665,NA,28665,"CIMMYTMA-BANK-021082",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB929","1974-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10037,"2014-11-24 15:12:57.0",NA,10037,NA,"","ZACAPOAXTLA",1837,19.86666667,-97.58333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3963,28667,NA,28667,"CIMMYTMA-BANK-021083",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB933","1974-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734,"2014-11-24 15:12:57.0",NA,1734,NA,"","CHIGNAUTLA",1978,19.812923,-97.381224,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3964,28669,NA,28669,"CIMMYTMA-BANK-021091",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"TLAX325","1973-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182,"2014-11-24 15:12:57.0",NA,1182,NA,"","CALPULALPAN",2608,19.578317,-98.583348,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3965,28670,NA,28670,"CIMMYTMA-BANK-021094",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MEXI701","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9173,"2014-11-24 15:12:57.0",NA,9173,NA,"","TECAMAC",2274,19.71666667,-98.96666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3966,28671,NA,28671,"CIMMYTMA-BANK-021105",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"TLAX298","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9276,"2014-11-24 15:12:57.0",NA,9276,NA,"","TEPETITLA",2229,19.26666667,-98.38333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3967,28675,NA,28675,"CIMMYTMA-BANK-021119",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI675","1978-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4919,"2014-11-24 15:12:57.0",NA,4919,NA,"ZAPOTLANEJO","LAS VENADAS",1707,20.61666667,-103,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3968,28676,NA,28676,"CIMMYTMA-BANK-021120",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"HIDA210","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"2014-11-24 15:12:57.0",NA,82,NA,"","ACATLAN",2147,20.15,-98.43333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3969,28681,NA,28681,"CIMMYTMA-BANK-021121",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUAN359","1979-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,"2014-11-24 15:12:57.0",NA,508,NA,"JERECUARO","ARROYO HONDO",1947,20.15,-100.5,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3970,28684,NA,28684,"CIMMYTMA-BANK-021123",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUAN363","1979-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2249,"2014-11-24 15:12:57.0",NA,2249,NA,"CORONEO","CORONEO FRACCION SALITRILLO",2312,20.184461,-100.376967,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3971,28687,NA,28687,"CIMMYTMA-BANK-021129",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB917","1974-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10037,"2014-11-24 15:12:57.0",NA,10037,NA,"","ZACAPOAXTLA",1837,19.86666667,-97.58333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3972,28689,NA,28689,"CIMMYTMA-BANK-021132",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB802","1974-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,"2014-11-24 15:12:57.0",NA,546,NA,"","ATEMPAN",1992,19.83333333,-97.45,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3973,28696,NA,28696,"CIMMYTMA-BANK-021142",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERA602","1977-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,"2014-11-24 15:12:57.0",NA,276,NA,"","ALTOTONGA",1888,19.76666667,-97.25,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3974,28698,NA,28698,"CIMMYTMA-BANK-021148",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERA646","1977-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4814,"2014-11-24 15:12:57.0",NA,4814,NA,"","LANDERO Y COSS",1979,19.73333333,-96.85,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3975,28702,NA,28702,"CIMMYTMA-BANK-021149",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERA648","1977-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4814,"2014-11-24 15:12:57.0",NA,4814,NA,"","LANDERO Y COSS",1979,19.73333333,-96.85,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3976,28713,NA,28713,"CIMMYTMA-BANK-021151",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MEXI691","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9173,"2014-11-24 15:12:57.0",NA,9173,NA,"","TECAMAC",2274,19.71666667,-98.96666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3977,28716,NA,28716,"CIMMYTMA-BANK-021153",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"ZACA256","1974-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5670,"2014-11-24 15:12:57.0",NA,5670,NA,"","MORELOS",2274,22.875871,-102.622283,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3978,28725,NA,28725,"CIMMYTMA-BANK-021156",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIH318","1975-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3481,"2014-11-24 15:12:57.0",NA,3481,NA,"","GOMEZ FARIAS",2162,29.375447,-107.74083,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3979,28726,NA,28726,"CIMMYTMA-BANK-021170",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"DURA233","1974-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5135,"2014-11-24 15:12:57.0",NA,5135,NA,"CANATLAN","LOS LIRIOS",1928,24.51666667,-104.6666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3980,28727,NA,28727,"CIMMYTMA-BANK-021171",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB943","1976-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3582,"2014-11-24 15:12:57.0",NA,3582,NA,"TEPEYEHUALCO","GUADALUPE SARABIA",2449,19.535565,-97.431546,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3981,28733,NA,28733,"CIMMYTMA-BANK-021174",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"HIDA213","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"2014-11-24 15:12:57.0",NA,82,NA,"","ACATLAN",2147,20.15,-98.43333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3982,28736,NA,28736,"CIMMYTMA-BANK-021176",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"HIDA227","1975-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5602,"2014-11-24 15:12:57.0",NA,5602,NA,"","MOLANGO",1520,20.784944,-98.734909,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3983,28739,NA,28739,"CIMMYTMA-BANK-021179",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"HIDA235","1975-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5602,"2014-11-24 15:12:57.0",NA,5602,NA,"","MOLANGO",1520,20.784944,-98.734909,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3984,28741,NA,28741,"CIMMYTMA-BANK-021194",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MEXI42","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5242,"2014-11-24 15:12:57.0",NA,5242,NA,"HUIXQUILUCAN","MAGDALENA CHICHICASPAN",2570,19.41,-99.32,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3985,28748,NA,28748,"CIMMYTMA-BANK-021195",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MEXI263","1962-01-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1769,"2014-11-24 15:12:57.0",NA,1769,NA,"ACOLMAN","CHIPILTEPEC",2268,19.607411,-98.894349,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3986,28749,NA,28749,"CIMMYTMA-BANK-021208",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MEXI713","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9435,"2014-11-24 15:12:57.0",NA,9435,NA,"","TLALMANALCO",2428,19.2,-98.8,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3987,28750,NA,28750,"CIMMYTMA-BANK-021210",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI674","1978-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4919,"2014-11-24 15:12:57.0",NA,4919,NA,"ZAPOTLANEJO","LAS VENADAS",1707,20.61666667,-103,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3988,28751,NA,28751,"CIMMYTMA-BANK-021219",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH513","1979-03-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2049,"2014-11-24 15:12:58.0",NA,2049,NA,"CHARO","COLONIA FRANCISCO Y MADERO",2033,19.75,-101,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3989,28753,NA,28753,"CIMMYTMA-BANK-021223",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA518","1976-01-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8372,"2014-11-24 15:12:58.0",NA,8372,NA,"SAN JUAN TEPOSCOLULA","SAN PEDRO ANANE",2172,17.523058,-97.367724,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3990,28756,NA,28756,"CIMMYTMA-BANK-021230",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB939","1974-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9981,"2014-11-24 15:12:58.0",NA,9981,NA,"","YAONAHUAC",1784,19.86666667,-97.46666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3991,28764,NA,28764,"CIMMYTMA-BANK-021562",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VENEM-397","1995-10-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2742,"2014-11-24 15:12:58.0",NA,2742,NA,"SUCRE","EL BEJO, CAMPO CLARO",NA,NA,NA,862,"VE","VEN","VENEZUELA",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3992,28769,NA,28769,"CIMMYTMA-BANK-021563",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VENEM-398","1995-10-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2742,"2014-11-24 15:12:58.0",NA,2742,NA,"SUCRE","EL BEJO, CAMPO CLARO",NA,NA,NA,862,"VE","VEN","VENEZUELA",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3993,28771,NA,28771,"CIMMYTMA-BANK-021235",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA399","1970-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4206,"2014-11-24 15:12:58.0",NA,4206,NA,"","JUCHITAN DE ZARAGOZA",28,16.43333333,-95.01666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3994,28772,NA,28772,"CIMMYTMA-BANK-021238",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"AGUC49","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8097,"2014-11-24 15:12:58.0",NA,8097,NA,"","SAN JOSE DE GRACIA",2056,22.160244,-102.411485,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3995,28776,NA,28776,"CIMMYTMA-BANK-021239",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"TAMA102","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3996,28778,NA,28778,"CIMMYTMA-BANK-021242",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SINA119","1970-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2174,"2014-11-24 15:12:58.0",NA,2174,NA,"","CONCORDIA",120,23.284551,-106.050043,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3997,28780,NA,28780,"CIMMYTMA-BANK-021246",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUER214","1968-03-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10093,"2014-11-24 15:12:58.0",NA,10093,NA,"","ZIHUATANEJO",150,17.665097,-101.564868,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3998,28782,NA,28782,"CIMMYTMA-BANK-021249",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"DURA56","1950-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3999,28786,NA,28786,"CIMMYTMA-BANK-021265",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"DURA99","1968-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3850,"2014-11-24 15:12:58.0",NA,3850,NA,"","HUAZAMOTA",570,22.513281,-104.499597,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4000,28787,NA,28787,"CIMMYTMA-BANK-021279",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"AGUC88","1977-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,"2014-11-24 15:12:58.0",NA,208,NA,"TEPEZALA","ALAMITOS",1924,22.269581,-102.243902,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4001,28788,NA,28788,"CIMMYTMA-BANK-021283",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLP117","1952-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8947,"2014-11-24 15:12:58.0",NA,8947,NA,"XILITLA","SOLEDAD ZARAGOZA",1375,21.337298,-99.078377,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4002,28789,NA,28789,"CIMMYTMA-BANK-020875",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1557","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4003,28794,NA,28794,"CIMMYTMA-BANK-020880",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1608","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4004,28798,NA,28798,"CIMMYTMA-BANK-020882",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1601","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4005,28802,NA,28802,"CIMMYTMA-BANK-020883",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1607","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4006,28803,NA,28803,"CIMMYTMA-BANK-020888",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1702","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4007,28805,NA,28805,"CIMMYTMA-BANK-020896",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1633","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4008,28806,NA,28806,"CIMMYTMA-BANK-020898",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1631","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4009,28816,NA,28816,"CIMMYTMA-BANK-020909",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1659","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4010,28817,NA,28817,"CIMMYTMA-BANK-020910",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"BOZM1634","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4011,28825,NA,28825,"CIMMYTMA-BANK-022025",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS526","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,"2014-11-24 15:12:58.0",NA,1871,NA,"","CINTALAPA",547,16.7,-93.71666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4012,28830,NA,28830,"CIMMYTMA-BANK-022029",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"TAMA98","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9101,"2014-11-24 15:12:58.0",NA,9101,NA,"","TAMPICO",12,22.43833,-97.998902,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4013,28836,NA,28836,"CIMMYTMA-BANK-022034",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NAYA245","1968-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160,"2014-11-24 15:12:58.0",NA,2160,NA,"LAS NORAS","COMUNIDAD SANTA ROSA",648,22.274119,-104.469957,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4014,28838,NA,28838,"CIMMYTMA-BANK-022035",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"YUCA175","1968-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4015,28840,NA,28840,"CIMMYTMA-BANK-022036",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"YUCA181","1968-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:12:58.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4016,28841,NA,28841,"CIMMYTMA-BANK-022046",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUER216","1952-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8574,"2014-11-24 15:12:58.0",NA,8574,NA,"LA UNION","SANTA MARIA",106,17.971798,-101.799996,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4017,28842,NA,28842,"CIMMYTMA-BANK-022051",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"TAMA94","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5038,"2014-11-24 15:12:58.0",NA,5038,NA,"","LLERA DE CANALES",271,23.3,-99.01666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4018,28844,NA,28844,"CIMMYTMA-BANK-022052",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QROO79","1974-03-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6713,"2014-11-24 15:12:58.0",NA,6713,NA,"FELIPE CARRILLO PUERTO","PUERTO ARTURO",65,19.670577,-89.080905,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4020,28849,NA,28849,"CIMMYTMA-BANK-022061",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QROO78","1974-03-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6713,"2014-11-24 15:12:58.0",NA,6713,NA,"FELIPE CARRILLO PUERTO","PUERTO ARTURO",65,19.670577,-89.080905,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4021,28854,NA,28854,"CIMMYTMA-BANK-022062",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QROO75","1974-03-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6713,"2014-11-24 15:12:58.0",NA,6713,NA,"FELIPE CARRILLO PUERTO","PUERTO ARTURO",65,19.670577,-89.080905,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4022,28856,NA,28856,"CIMMYTMA-BANK-022071",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"YUCA115","1948-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9062,"2014-11-24 15:12:58.0",NA,9062,NA,"","TAHMEK",16,20.880724,-89.251078,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4023,28858,NA,28858,"CIMMYTMA-BANK-022073",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS636","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"2014-11-24 15:12:58.0",NA,68,NA,"","ACAPETAGUA",28,15.28333333,-92.7,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4024,28862,NA,28862,"CIMMYTMA-BANK-022075",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS474","1972-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,"2014-11-24 15:12:58.0",NA,385,NA,"","ANGEL ALBINO CORZO",675,15.86666667,-92.73333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4025,28863,NA,28863,"CIMMYTMA-BANK-022083",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERA287","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9219,"2014-11-24 15:12:58.0",NA,9219,NA,"","TEMAPACHE",229,21.06666667,-97.63333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4026,28867,NA,28867,"CIMMYTMA-BANK-022089",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERA653","1978-12-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6699,"2014-11-24 15:12:58.0",NA,6699,NA,"TIHUATLAN","PUEBLO VIEJO",98,20.71666667,-97.53333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
